LSOA code (2011),Unnamed: 0,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs),pcd7,pcd8,pcds,dointr,doterm,usertype,oa11,msoa11cd,ladcd,lsoa11nm,msoa11nm,ladnm,ladnmw,FID
E01000467,468,Bexley 001B,E09000004,Bexley,18.552,15630,5,0.157,9872,4,0.084,15515,5,14.14,18035,6,-0.484,23187,8,-0.18100000000000002,19365,6,31.951999999999998,5691,2,14.220999999999998,19929,7,SE288HS,SE28 8HS,SE28 8HS,198106,0,0,E00002289,E02000065,E09000004,Bexley 001B,Bexley 001,Bexley,,2022818
E01000468,469,Bexley 001C,E09000004,Bexley,20.855,13661,5,0.158,9787,3,0.07400000000000001,17728,6,5.808,26380,9,-0.5589999999999999,24172,8,-0.179,19331,6,50.582,258,1,9.245,24843,8,SE288HQ,SE28 8HQ,SE28 8HQ,198106,198412,1,E00002291,E02000065,E09000004,Bexley 001C,Bexley 001,Bexley,,2022812
E01000469,470,Bexley 001D,E09000004,Bexley,19.895,14434,5,0.14300000000000002,11177,4,0.086,14960,5,10.345,21505,7,-0.26899999999999996,20180,7,0.332,11468,4,35.858000000000004,3699,2,13.773,20331,7,SE288HP,SE28 8HP,SE28 8HP,198106,0,0,E00002292,E02000065,E09000004,Bexley 001D,Bexley 001,Bexley,,2022809
E01000470,471,Bexley 002F,E09000004,Bexley,38.345,4777,2,0.24100000000000002,4466,2,0.17600000000000002,4602,2,26.159000000000002,10233,4,0.069,14960,5,1.145,2552,1,45.243,1019,1,12.145,21844,7,SE2 9UX,SE2  9UX,SE2 9UX,198001,0,0,E00002277,E02000066,E09000004,Bexley 002F,Bexley 002,Bexley,,2016011
E01032566,472,Bexley 029D,E09000004,Bexley,25.162,10669,4,0.16699999999999998,9029,3,0.12,9681,3,24.15,11266,4,-0.39799999999999996,22095,7,0.748,5959,2,27.04,9230,3,22.419,13553,5,DA161ED,DA16 1ED,DA16 1ED,198504,199012,1,E00001950,E02006785,E09000004,Bexley 029D,Bexley 029,Bexley,,580842
E01000471,473,Brent 026A,E09000005,Brent,21.524,13163,5,0.09699999999999999,16697,6,0.07,18730,6,22.598000000000003,12182,4,-0.46399999999999997,22944,7,-0.261,20490,7,49.84,342,1,24.381999999999998,12175,4,HA0 1HY,HA0  1HY,HA0 1HY,198001,0,0,E00002321,E02000118,E09000005,Brent 026A,Brent 026,Brent,,958868
E01000472,474,Brent 029A,E09000005,Brent,22.928,12105,4,0.14300000000000002,11149,4,0.055,23212,8,12.33,19631,6,-0.718,26106,8,0.04,16042,5,48.04600000000001,560,1,41.409,3827,2,HA0 1HA,HA0  1HA,HA0 1HA,198704,198812,1,E00174705,E02000121,E09000005,Brent 029A,Brent 029,Brent,,958837
E01000473,475,Brent 029B,E09000005,Brent,25.221999999999998,10632,4,0.145,10960,4,0.085,15315,5,27.046,9801,3,-0.747,26425,9,0.16699999999999998,14053,5,46.265,846,1,29.84,8910,3,HA0 1TS,HA0  1TS,HA0 1TS,198001,0,0,E00002313,E02000121,E09000005,Brent 029B,Brent 029,Brent,,959510
E01000474,476,Brent 026B,E09000005,Brent,21.758000000000003,12945,4,0.121,13554,5,0.076,17174,6,28.272,9283,3,-0.8190000000000001,27200,9,-0.462,23259,8,46.983000000000004,714,1,20.327,15033,5,HA0 4RX,HA0  4RX,HA0 4RX,199606,199712,1,E00002329,E02000118,E09000005,Brent 026B,Brent 026,Brent,,960017
E01000475,477,Brent 029C,E09000005,Brent,21.12,13473,5,0.124,13267,5,0.068,19273,6,13.258,18822,6,-0.91,28063,9,-0.457,23209,8,53.276,97,1,23.986,12433,4,HA0 1GB,HA0  1GB,HA0 1GB,199708,200009,1,E00174723,E02000121,E09000005,Brent 029C,Brent 029,Brent,,958819
E01000476,478,Brent 026C,E09000005,Brent,19.67,14647,5,0.098,16687,6,0.057999999999999996,22147,7,28.684,9107,3,-1.101,29600,10,0.379,10748,4,38.157,2784,1,29.631999999999998,9031,3,HA0 1GA,HA0  1GA,HA0 1GA,198704,199405,1,E00002315,E02000118,E09000005,Brent 026C,Brent 026,Brent,,958818
E01000477,479,Brent 026D,E09000005,Brent,23.491,11703,4,0.11,14969,5,0.061,21110,7,30.81,8255,3,-0.982,28680,9,-0.11699999999999999,18394,6,52.68600000000001,119,1,29.429000000000002,9135,3,HA0 1NJ,HA0  1NJ,HA0 1NJ,199405,0,0,E00002319,E02000118,E09000005,Brent 026D,Brent 026,Brent,,958809
E01000478,480,Brent 029D,E09000005,Brent,23.721,11562,4,0.134,12137,4,0.064,20258,7,21.904,12606,4,-1.069,29362,9,0.408,10325,4,45.058,1049,1,38.056999999999995,4963,2,HA0 1FF,HA0  1FF,HA0 1FF,199812,200006,1,E00002322,E02000121,E09000005,Brent 029D,Brent 029,Brent,,958801
E01000479,481,Brent 009A,E09000005,Brent,15.83,18106,6,0.106,15423,5,0.07,18743,6,7.354,24645,8,-1.14,29880,10,0.092,15247,5,34.914,4126,2,24.660999999999998,11988,4,HA9 9DZ,HA9  9DZ,HA9 9DZ,198001,0,0,E00002367,E02000101,E09000005,Brent 009A,Brent 009,Brent,,975603
E01000480,482,Brent 006A,E09000005,Brent,11.775,22429,7,0.07200000000000001,21187,7,0.045,26490,9,3.875,28680,9,-1.037,29115,9,0.395,10519,4,29.622,7228,3,24.978,11798,4,HA9 9LB,HA9  9LB,HA9 9LB,198001,0,0,E00002366,E02000098,E09000005,Brent 006A,Brent 006,Brent,,975618
E01000481,483,Brent 009B,E09000005,Brent,27.74,9179,3,0.16899999999999998,8890,3,0.11699999999999999,10094,4,6.912000000000001,25132,8,-0.519,23688,8,0.077,15466,5,54.349,77,1,30.802,8366,3,HA9 9LA,HA9  9LA,HA9 9LA,198001,0,0,E00002368,E02000101,E09000005,Brent 009B,Brent 009,Brent,,975611
E01000482,484,Brent 009C,E09000005,Brent,33.304,6542,2,0.22899999999999998,5057,2,0.15,6548,2,13.984000000000002,18177,6,0.406,10242,4,0.23399999999999999,12959,4,45.676,944,1,21.805,13978,5,HA9 9AJ,HA9  9AJ,HA9 9AJ,198001,0,0,E00174713,E02000101,E09000005,Brent 009C,Brent 009,Brent,,975619
E01000483,485,Brent 009D,E09000005,Brent,33.513000000000005,6463,2,0.233,4860,2,0.14400000000000002,7071,3,21.164,13038,4,-0.053,16827,6,0.402,10406,4,45.99100000000001,894,1,24.973000000000003,11800,4,HA9 9DY,HA9  9DY,HA9 9DY,198001,0,0,E00002374,E02000101,E09000005,Brent 009D,Brent 009,Brent,,975601
E01000484,486,Brent 006B,E09000005,Brent,38.614000000000004,4689,2,0.264,3425,2,0.17800000000000002,4422,2,22.619,12166,4,-0.188,18966,6,-0.146,18826,6,56.541000000000004,38,1,28.134,9871,4,HA3 9DR,HA3  9DR,HA3 9DR,201302,201403,0,E00002378,E02000098,E09000005,Brent 006B,Brent 006,Brent,,965496
E01000485,487,Brent 006C,E09000005,Brent,29.651,8179,3,0.205,6361,2,0.1,12534,4,17.394000000000002,15535,5,0.589,8071,3,0.259,12570,4,45.94,899,1,15.022,19182,6,HA3 9DG,HA3  9DG,HA3 9DG,201211,0,0,E00002381,E02000098,E09000005,Brent 006C,Brent 006,Brent,,965489
E01000486,488,Brent 006D,E09000005,Brent,15.555,18391,6,0.086,18553,6,0.057,22266,7,7.505,24479,8,-1.159,30019,10,0.397,10489,4,40.994,1933,1,18.492,16434,6,HA9 9PJ,HA9  9PJ,HA9 9PJ,198001,0,0,E00002359,E02000098,E09000005,Brent 006D,Brent 006,Brent,,975671
E01000487,489,Brent 006E,E09000005,Brent,17.634,16441,6,0.12300000000000001,13372,5,0.068,19366,6,7.192,24820,8,-0.782,26816,9,0.109,15008,5,40.431999999999995,2067,1,21.233,14379,5,HA3 0PS,HA3  0PS,HA3 0PS,198510,0,0,E00002356,E02000098,E09000005,Brent 006E,Brent 006,Brent,,963698
E01000488,490,Brent 022A,E09000005,Brent,24.308000000000003,11178,4,0.134,12067,4,0.081,16070,5,14.776,17531,6,-0.517,23645,8,0.8420000000000001,4977,2,44.202,1207,1,26.912,10608,4,NW102RA,NW10 2RA,NW10 2RA,198001,201209,0,E00002413,E02000114,E09000005,Brent 022A,Brent 022,Brent,,1633011
E01000489,491,Brent 030A,E09000005,Brent,23.256999999999998,11883,4,0.17300000000000001,8593,3,0.081,16155,5,5.678,26525,9,-0.207,19237,6,0.9690000000000001,3775,2,32.497,5379,2,27.71,10131,4,NW102RJ,NW10 2RJ,NW10 2RJ,198001,0,0,E00002394,E02000122,E09000005,Brent 030A,Brent 030,Brent,,1633072
E01000490,492,Brent 023A,E09000005,Brent,24.206,11248,4,0.13,12488,4,0.083,15572,5,10.234,21604,7,-0.308,20767,7,0.98,3685,2,41.181000000000004,1879,1,29.383000000000003,9158,3,NW2 4BD,NW2  4BD,NW2 4BD,198504,198812,1,E00002383,E02000115,E09000005,Brent 023A,Brent 023,Brent,,1638929
E01000491,493,Brent 030B,E09000005,Brent,21.226,13387,5,0.133,12253,4,0.08900000000000001,14470,5,9.526,22345,7,-0.43799999999999994,22609,7,0.441,9896,4,39.773,2265,1,22.605,13403,5,NW6 7BZ,NW6  7BZ,NW6 7BZ,199501,199612,1,E00002385,E02000122,E09000005,Brent 030B,Brent 030,Brent,,1648001
E01000492,494,Brent 030C,E09000005,Brent,13.405,20615,7,0.085,18642,6,0.055,22951,7,2.8739999999999997,29888,10,-0.789,26898,9,0.262,12522,4,29.816,7094,3,28.893,9440,3,NW103DJ,NW10 3DJ,NW10 3DJ,198001,0,0,E00002401,E02000122,E09000005,Brent 030C,Brent 030,Brent,,1633038
E01000493,495,Brent 030D,E09000005,Brent,12.31,21822,7,0.083,19075,6,0.057999999999999996,22092,7,3.4410000000000003,29204,9,-0.8390000000000001,27387,9,-0.018000000000000002,16974,6,26.480999999999998,9725,3,29.578000000000003,9057,3,NW103WG,NW10 3WG,NW10 3WG,200306,200406,1,E00002404,E02000122,E09000005,Brent 030D,Brent 030,Brent,,1633086
E01000494,496,Brent 023B,E09000005,Brent,19.535,14784,5,0.142,11288,4,0.071,18394,6,4.003,28540,9,-0.257,19979,7,0.047,15934,5,41.963,1669,1,21.980999999999998,13858,5,NW2 4DQ,NW2  4DQ,NW2 4DQ,200012,0,0,E00002414,E02000115,E09000005,Brent 023B,Brent 023,Brent,,1638801
E01000495,497,Brent 023C,E09000005,Brent,32.579,6848,3,0.213,5948,2,0.12300000000000001,9319,3,9.041,22816,7,0.32,11357,4,0.9940000000000001,3568,2,45.352,993,1,24.258000000000003,12247,4,NW2 4BE,NW2  4BE,NW2 4BE,198410,198512,1,E00002407,E02000115,E09000005,Brent 023C,Brent 023,Brent,,1638930
E01000497,498,Brent 011A,E09000005,Brent,23.67,11593,4,0.161,9565,3,0.106,11533,4,13.47,18620,6,-0.353,21493,7,0.35700000000000004,11060,4,38.841,2541,1,20.737,14732,5,NW2 7HY,NW2  7HY,NW2 7HY,198001,199405,1,E00002438,E02000103,E09000005,Brent 011A,Brent 011,Brent,,1640183
E01000498,499,Brent 010B,E09000005,Brent,32.538000000000004,6869,3,0.187,7545,3,0.11199999999999999,10809,4,32.814,7502,3,-0.35700000000000004,21548,7,0.86,4791,2,46.349,827,1,30.555,8483,3,NW2 7JX,NW2  7JX,NW2 7JX,198001,0,0,E00002427,E02000102,E09000005,Brent 010B,Brent 010,Brent,,1640005
E01000499,500,Brent 011B,E09000005,Brent,27.131,9517,3,0.188,7471,3,0.095,13335,5,24.338,11167,4,-0.377,21825,7,0.365,10942,4,41.652,1743,1,27.8,10075,4,NW2 7FA,NW2  7FA,NW2 7FA,201504,0,0,E00002425,E02000103,E09000005,Brent 011B,Brent 011,Brent,,1640057
E01000501,501,Brent 011C,E09000005,Brent,35.650999999999996,5656,2,0.255,3819,2,0.159,5834,2,16.423,16251,5,-0.11800000000000001,17871,6,0.5720000000000001,8111,3,48.748000000000005,480,1,21.398000000000003,14267,5,NW2 7BR,NW2  7BR,NW2 7BR,198203,0,0,E00002424,E02000103,E09000005,Brent 011C,Brent 011,Brent,,1640146
E01000502,502,Brent 011D,E09000005,Brent,28.682,8665,3,0.221,5485,2,0.12300000000000001,9325,3,12.640999999999998,19363,6,-0.496,23375,8,0.68,6730,3,41.031000000000006,1921,1,21.734,14017,5,NW2 7FG,NW2  7FG,NW2 7FG,201310,0,0,E00002447,E02000103,E09000005,Brent 011D,Brent 011,Brent,,1640157
E01000503,503,Brent 011E,E09000005,Brent,28.578000000000003,8720,3,0.166,9074,3,0.129,8602,3,14.319,17886,6,-0.478,23108,8,0.83,5123,2,44.218,1204,1,24.95,11816,4,NW2 6HA,NW2  6HA,NW2 6HA,198001,0,0,E00002451,E02000103,E09000005,Brent 011E,Brent 011,Brent,,1639607
E01000504,504,Brent 018A,E09000005,Brent,21.374000000000002,13251,5,0.12,13727,5,0.094,13590,5,8.118,23824,8,-0.16399999999999998,18600,6,0.293,12024,4,39.522,2343,1,26.783,10696,4,NW2 4AQ,NW2  4AQ,NW2 4AQ,200910,0,0,E00002474,E02000110,E09000005,Brent 018A,Brent 018,Brent,,1638918
E01000505,505,Brent 018B,E09000005,Brent,20.325,14065,5,0.135,11975,4,0.081,16044,5,10.765,21114,7,-0.7559999999999999,26528,9,0.251,12714,4,42.184,1620,1,20.222,15112,5,NW101HS,NW10 1HS,NW10 1HS,198001,0,0,E00002469,E02000110,E09000005,Brent 018B,Brent 018,Brent,,1632405
E01000506,506,Brent 014A,E09000005,Brent,30.430999999999997,7823,3,0.18600000000000003,7602,3,0.10800000000000001,11354,4,24.496,11082,4,-0.228,19542,6,0.37200000000000005,10842,4,43.755,1274,1,39.711,4354,2,NW101RF,NW10 1RF,NW10 1RF,199007,0,0,E00002456,E02000106,E09000005,Brent 014A,Brent 014,Brent,,1632451
E01000507,507,Brent 018C,E09000005,Brent,22.006999999999998,12769,4,0.14800000000000002,10628,4,0.08800000000000001,14641,5,10.174,21656,7,-0.748,26444,9,0.5539999999999999,8333,3,41.376999999999995,1812,1,20.392,14980,5,NW101HL,NW10 1HL,NW10 1HL,198001,0,0,E00002463,E02000110,E09000005,Brent 018C,Brent 018,Brent,,1632401
E01000508,508,Brent 025A,E09000005,Brent,37.833,4930,2,0.245,4252,2,0.174,4710,2,30.342,8416,3,-0.275,20284,7,0.5579999999999999,8297,3,45.93600000000001,901,1,29.572,9063,3,NW102XX,NW10 2XX,NW10 2XX,200407,200408,1,E00002476,E02000117,E09000005,Brent 025A,Brent 025,Brent,,1633029
E01000509,509,Brent 014B,E09000005,Brent,34.158,6199,2,0.171,8700,3,0.11199999999999999,10769,4,29.7,8695,3,-0.265,20109,7,1.665,643,1,41.196999999999996,1876,1,33.741,6828,3,NW2 7PY,NW2  7PY,NW2 7PY,198001,0,0,E00002490,E02000106,E09000005,Brent 014B,Brent 014,Brent,,1640006
E01000510,510,Brent 014C,E09000005,Brent,30.111,7979,3,0.17,8746,3,0.092,14004,5,19.895,13833,5,-0.8270000000000001,27268,9,1.4580000000000002,1182,1,42.445,1552,1,34.818000000000005,6324,2,NW100EL,NW10 0EL,NW10 0EL,198803,199405,1,E00002491,E02000106,E09000005,Brent 014C,Brent 014,Brent,,1632027
E01000511,511,Brent 014D,E09000005,Brent,31.006999999999998,7553,3,0.16,9629,3,0.099,12634,4,16.599,16116,5,-0.14800000000000002,18360,6,1.198,2245,1,43.828,1265,1,40.547,4086,2,NW101AA,NW10 1AA,NW10 1AA,198001,0,0,E00002460,E02000106,E09000005,Brent 014D,Brent 014,Brent,,1632185
E01000512,512,Brent 018D,E09000005,Brent,18.91,15315,5,0.105,15604,5,0.055999999999999994,22566,7,5.32,26942,9,-0.642,25240,8,0.604,7694,3,38.412,2696,1,37.022,5382,2,NW101BA,NW10 1BA,NW10 1BA,199007,0,0,E00002465,E02000110,E09000005,Brent 018D,Brent 018,Brent,,1632204
E01000513,513,Brent 002A,E09000005,Brent,15.505999999999998,18437,6,0.099,16451,6,0.040999999999999995,27505,9,16.48,16212,5,-0.7979999999999999,26987,9,-0.002,16706,6,33.44,4853,2,31.8,7833,3,NW9 0AX,NW9  0AX,NW9 0AX,198001,0,0,E00002509,E02000094,E09000005,Brent 002A,Brent 002,Brent,,1651644
E01000514,514,Brent 002B,E09000005,Brent,14.626,19311,6,0.083,19080,6,0.048,25468,8,8.404,23518,8,-0.8320000000000001,27310,9,0.043,16006,5,39.568000000000005,2332,1,25.026999999999997,11766,4,NW9 0AA,NW9  0AA,NW9 0AA,198001,0,0,E00002504,E02000094,E09000005,Brent 002B,Brent 002,Brent,,1651627
E01000515,515,Brent 003A,E09000005,Brent,27.517,9286,3,0.174,8510,3,0.09699999999999999,13066,4,16.035,16545,6,-0.48700000000000004,23232,8,0.752,5923,2,48.772,476,1,20.381,14990,5,NW9 0BG,NW9  0BG,NW9 0BG,198001,0,0,E00002513,E02000095,E09000005,Brent 003A,Brent 003,Brent,,1651656
E01000516,516,Brent 002C,E09000005,Brent,19.417,14898,5,0.106,15553,5,0.068,19342,6,15.765999999999998,16778,6,-0.542,23970,8,0.389,10621,4,36.466,3427,2,31.57,7950,3,NW9 0TY,NW9  0TY,NW9 0TY,198001,0,0,E00002529,E02000094,E09000005,Brent 002C,Brent 002,Brent,,1651677
E01000517,517,Brent 003B,E09000005,Brent,13.552999999999999,20424,7,0.066,22367,7,0.032,30076,10,7.125,24909,8,-1.1540000000000001,29977,10,0.789,5534,2,33.35,4904,2,27.484,10268,4,NW9 9NJ,NW9  9NJ,NW9 9NJ,198001,0,0,E00002507,E02000095,E09000005,Brent 003B,Brent 003,Brent,,1653307
E01000518,518,Brent 005A,E09000005,Brent,25.936999999999998,10230,4,0.154,10166,4,0.091,14110,5,14.169,18010,6,-0.322,21004,7,0.794,5493,2,44.541000000000004,1137,1,26.451,10908,4,NW9 0XD,NW9  0XD,NW9 0XD,198001,0,0,E00002514,E02000097,E09000005,Brent 005A,Brent 005,Brent,,1651955
E01000519,519,Brent 005B,E09000005,Brent,20.361,14037,5,0.139,11618,4,0.07400000000000001,17804,6,9.795,22050,7,-0.534,23849,8,0.26,12554,4,42.652,1502,1,20.86,14655,5,NW9 8AB,NW9  8AB,NW9 8AB,198001,0,0,E00002520,E02000097,E09000005,Brent 005B,Brent 005,Brent,,1652879
E01000520,520,Brent 002D,E09000005,Brent,20.596999999999998,13856,5,0.113,14584,5,0.07400000000000001,17757,6,13.058,18990,6,-0.305,20733,7,0.38799999999999996,10628,4,42.353,1575,1,22.901999999999997,13201,5,NW9 0AP,NW9  0AP,NW9 0AP,198001,0,0,E00002497,E02000094,E09000005,Brent 002D,Brent 002,Brent,,1651637
E01000521,521,Brent 025B,E09000005,Brent,53.09,1713,1,0.318,1720,1,0.231,1871,1,31.535999999999998,7977,3,0.28800000000000003,11785,4,0.997,3543,2,50.192,297,1,45.317,2819,1,NW104BH,NW10 4BH,NW10 4BH,201111,0,0,E00002545,E02000117,E09000005,Brent 025B,Brent 025,Brent,,1633203
E01000522,522,Brent 025C,E09000005,Brent,31.433000000000003,7331,3,0.21600000000000003,5769,2,0.13,8532,3,21.355999999999998,12939,4,-0.268,20173,7,0.149,14328,5,48.43600000000001,520,1,26.233,11029,4,NW103UA,NW10 3UA,NW10 3UA,198001,0,0,E00002532,E02000117,E09000005,Brent 025C,Brent 025,Brent,,1633176
E01000523,523,Brent 031A,E09000005,Brent,31.721999999999998,7193,3,0.18100000000000002,7991,3,0.11699999999999999,10092,4,35.891,6471,2,-0.516,23631,8,0.941,4019,2,36.516,3410,2,37.672,5104,2,NW104BF,NW10 4BF,NW10 4BF,201009,0,0,E00174706,E02000123,E09000005,Brent 031A,Brent 031,Brent,,1633201
E01000524,524,Brent 031B,E09000005,Brent,44.228,3221,1,0.27399999999999997,3081,1,0.192,3599,2,30.781999999999996,8272,3,0.079,14824,5,1.258,1935,1,39.809,2253,1,39.001999999999995,4618,2,NW104BJ,NW10 4BJ,NW10 4BJ,198001,199507,1,E00174712,E02000123,E09000005,Brent 031B,Brent 031,Brent,,1633204
E01000525,525,Brent 031C,E09000005,Brent,33.635999999999996,6401,2,0.21600000000000003,5743,2,0.14,7448,3,25.254,10696,4,-0.32,20962,7,1.023,3354,2,37.900999999999996,2869,1,32.613,7406,3,NW103UU,NW10 3UU,NW10 3UU,200707,201112,1,E00002556,E02000123,E09000005,Brent 031C,Brent 031,Brent,,1633003
E01000526,526,Brent 025D,E09000005,Brent,42.123000000000005,3682,2,0.299,2236,1,0.20600000000000002,2879,1,23.043000000000003,11876,4,0.085,14741,5,0.507,8986,3,46.846000000000004,739,1,21.138,14451,5,NW102GA,NW10 2GA,NW10 2GA,200207,0,0,E00174726,E02000117,E09000005,Brent 025D,Brent 025,Brent,,1632519
E01000527,527,Brent 025E,E09000005,Brent,34.204,6182,2,0.185,7683,3,0.15,6578,3,26.326,10142,4,-0.035,16538,6,0.823,5191,2,43.218,1382,1,33.063,7175,3,NW104DD,NW10 4DD,NW10 4DD,198001,199712,0,E00002533,E02000117,E09000005,Brent 025E,Brent 025,Brent,,1633218
E01000528,528,Brent 025F,E09000005,Brent,46.028,2844,1,0.293,2425,1,0.20800000000000002,2794,1,19.59,14024,5,0.166,13531,5,1.021,3363,2,50.876000000000005,225,1,31.241999999999997,8134,3,NW109DH,NW10 9DH,NW10 9DH,200509,0,0,E00002562,E02000117,E09000005,Brent 025F,Brent 025,Brent,,1634801
E01000530,529,Brent 033A,E09000005,Brent,15.595999999999998,18359,6,0.09699999999999999,16703,6,0.075,17570,6,4.2780000000000005,28197,9,-0.713,26052,8,0.21899999999999997,13197,5,28.374000000000002,8132,3,31.865,7790,3,NW103BH,NW10 3BH,NW10 3BH,198001,0,0,E00002585,E02000125,E09000005,Brent 033A,Brent 033,Brent,,1633001
E01000531,530,Brent 033B,E09000005,Brent,25.279,10593,4,0.18,8043,3,0.11199999999999999,10822,4,10.55,21313,7,-0.273,20245,7,0.022000000000000002,16348,5,38.681999999999995,2589,1,33.291,7054,3,NW105AB,NW10 5AB,NW10 5AB,198001,0,0,E00002597,E02000125,E09000005,Brent 033B,Brent 033,Brent,,1633324
E01000532,531,Brent 033C,E09000005,Brent,22.1,12698,4,0.11900000000000001,13751,5,0.08800000000000001,14587,5,14.257,17944,6,-0.442,22669,7,0.071,15565,5,43.475,1333,1,29.998,8815,3,NW105TR,NW10 5TR,NW10 5TR,199501,199812,1,E00002606,E02000125,E09000005,Brent 033C,Brent 033,Brent,,1633666
E01000533,532,Brent 031E,E09000005,Brent,38.611,4690,2,0.231,4949,2,0.162,5573,2,23.619,11549,4,0.235,12582,4,1.195,2257,1,39.707,2288,1,35.33,6085,2,NW103BL,NW10 3BL,NW10 3BL,198001,0,0,E00002581,E02000123,E09000005,Brent 031E,Brent 031,Brent,,1633004
E01000534,533,Brent 033D,E09000005,Brent,19.424,14890,5,0.12,13742,5,0.085,15269,5,7.846,24094,8,-0.282,20371,7,0.275,12314,4,32.896,5140,2,30.705,8407,3,NW103BJ,NW10 3BJ,NW10 3BJ,198001,0,0,E00002578,E02000125,E09000005,Brent 033D,Brent 033,Brent,,1633002
E01000535,534,Brent 031F,E09000005,Brent,29.612,8193,3,0.152,10277,4,0.10300000000000001,12089,4,13.27,18811,6,-0.18,18838,6,1.099,2803,1,35.514,3848,2,51.473,1668,1,NW103SP,NW10 3SP,NW10 3SP,200106,0,0,E00002586,E02000123,E09000005,Brent 031F,Brent 031,Brent,,1633119
E01000536,535,Brent 004A,E09000005,Brent,11.259,23043,8,0.08,19631,6,0.052000000000000005,24025,8,2.175,30694,10,-1.443,31510,10,-0.08,17850,6,33.244,4964,2,19.343,15777,5,HA3 0EH,HA3  0EH,HA3 0EH,198001,0,0,E00002613,E02000096,E09000005,Brent 004A,Brent 004,Brent,,963601
E01000538,536,Brent 004B,E09000005,Brent,9.585,25022,8,0.067,22121,7,0.038,28524,9,2.006,30888,10,-1.197,30266,10,-0.341,21614,7,30.649,6500,2,25.276,11599,4,HA3 0FT,HA3  0FT,HA3 0FT,200006,200107,1,E00002611,E02000096,E09000005,Brent 004B,Brent 004,Brent,,963628
E01000539,537,Brent 004C,E09000005,Brent,9.401,25260,8,0.057999999999999996,24335,8,0.037000000000000005,28789,9,2.877,29885,10,-0.951,28409,9,-0.294,20950,7,32.597,5331,2,21.587,14127,5,HA3 0PF,HA3  0PF,HA3 0PF,198001,0,0,E00002625,E02000096,E09000005,Brent 004C,Brent 004,Brent,,963666
E01000540,538,Brent 004D,E09000005,Brent,10.46,23930,8,0.07,21595,7,0.057999999999999996,22168,7,2.461,30349,10,-0.93,28236,9,-0.41700000000000004,22652,7,30.557,6564,2,18.935,16088,5,HA3 0PE,HA3  0PE,HA3 0PE,198001,0,0,E00002624,E02000096,E09000005,Brent 004D,Brent 004,Brent,,963658
E01000541,539,Brent 004E,E09000005,Brent,14.775,19152,6,0.10300000000000001,15965,5,0.042,27308,9,4.56,27836,9,-0.789,26892,9,0.015,16435,6,41.32,1831,1,22.355999999999998,13615,5,HA3 0HL,HA3  0HL,HA3 0HL,198001,0,0,E00002631,E02000096,E09000005,Brent 004E,Brent 004,Brent,,963638
E01000543,540,Brent 003E,E09000005,Brent,21.406999999999996,13232,5,0.13,12505,4,0.075,17480,6,9.764,22084,7,-0.41200000000000003,22281,7,0.6,7752,3,40.929,1951,1,26.136,11087,4,HA3 0TA,HA3  0TA,HA3 0TA,198001,0,0,E00002635,E02000095,E09000005,Brent 003E,Brent 003,Brent,,964232
E01000544,541,Brent 034A,E09000005,Brent,33.576,6429,2,0.248,4124,2,0.156,5996,2,11.462,20456,7,0.165,13550,5,0.251,12719,4,42.278999999999996,1590,1,29.337,9188,3,NW6 5BD,NW6  5BD,NW6 5BD,198001,201307,0,E00002680,E02000126,E09000005,Brent 034A,Brent 034,Brent,,1647264
E01000545,542,Brent 028A,E09000005,Brent,30.368000000000002,7854,3,0.16899999999999998,8895,3,0.106,11551,4,11.695,20236,7,-0.182,18860,6,1.335,1605,1,39.388000000000005,2378,1,39.175,4557,2,NW6 7NQ,NW6  7NQ,NW6 7NQ,198704,199012,1,E00002686,E02000120,E09000005,Brent 028A,Brent 028,Brent,,1648012
E01000546,543,Brent 028B,E09000005,Brent,22.320999999999998,12520,4,0.145,10908,4,0.10400000000000001,11887,4,7.702999999999999,24244,8,-0.5589999999999999,24165,8,0.467,9518,3,37.555,2994,1,26.34,10966,4,NW6 7RD,NW6  7RD,NW6 7RD,198001,0,0,E00002691,E02000120,E09000005,Brent 028B,Brent 028,Brent,,1648016
