,LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs)
1382,E01001383,Ealing 028D,E09000009,Ealing,11.57,22673,7,0.071,21280,7,0.052,23911,8,2.013,30883,10,-0.289,20486,7,-0.223,19953,7,26.021,10159,4,29.019,9373,3
1383,E01001384,Ealing 032C,E09000009,Ealing,9.84,24713,8,0.071,21306,7,0.046,26012,8,2.199,30666,10,-0.785,26845,9,-0.146,18807,6,22.525,13718,5,29.039,9356,3
1384,E01001385,Ealing 032D,E09000009,Ealing,8.565,26344,9,0.063,23038,8,0.035,29403,9,0.349,32652,10,-1.216,30400,10,0.075,15505,5,22.607,13629,5,28.24,9815,3
1385,E01001386,Ealing 031F,E09000009,Ealing,9.924,24623,8,0.057,24438,8,0.048,25379,8,0.701,32343,10,-0.805,27052,9,-0.1,18134,6,25.225,10892,4,31.27,8121,3
1386,E01001387,Ealing 032E,E09000009,Ealing,16.451,17508,6,0.074,20783,7,0.066,19817,7,1.365,31622,10,-0.343,21337,7,0.06,15733,5,28.633,7946,3,49.621,1974,1
1387,E01001388,Ealing 028E,E09000009,Ealing,34.821,5956,2,0.205,6335,2,0.152,6425,2,9.286,22592,7,0.299,11645,4,1.075,2967,1,36.186,3543,2,43.491,3300,2
1388,E01001389,Ealing 028F,E09000009,Ealing,21.071,13509,5,0.13,12540,4,0.062,20874,7,4.39,28051,9,-0.357,21547,7,0.993,3583,2,27.13,9139,3,44.993,2897,1
1389,E01032572,Ealing 040D,E09000009,Ealing,16.309,17645,6,0.102,15987,5,0.055,23142,8,5.781,26407,9,-0.255,19955,7,0.803,5387,2,27.31,8981,3,25.925,11205,4
1390,E01032743,Ealing 010F,E09000009,Ealing,27.393,9353,3,0.189,7421,3,0.119,9824,3,12.956,19086,6,-0.184,18897,6,0.125,14736,5,47.327,655,1,18.744,16234,5
1391,E01032744,Ealing 010G,E09000009,Ealing,33.801,6338,2,0.202,6557,2,0.115,10391,4,18.899,14469,5,0.677,7090,3,1.055,3113,1,40.664,2005,1,27.336,10345,4
1392,E01001390,Enfield 036A,E09000010,Enfield,10.543,23838,8,0.077,20190,7,0.045,26347,9,3.039,29684,10,-1.346,31093,10,-0.038,17263,6,29.976,6988,3,22.824,13244,5
1393,E01001391,Enfield 036B,E09000010,Enfield,25.639,10400,4,0.135,11952,4,0.094,13568,5,13.572,18527,6,-0.243,19766,7,0.423,10118,4,47.457,632,1,31.357,8075,3
1394,E01001392,Enfield 032A,E09000010,Enfield,10.702,23651,8,0.066,22317,7,0.042,27275,9,3.618,28985,9,-1.404,31359,10,-0.371,22031,7,28.064,8374,3,35.964,5823,2
1395,E01001393,Enfield 036C,E09000010,Enfield,19.095,15156,5,0.113,14490,5,0.075,17419,6,8.21,23727,8,-0.294,20564,7,0.036,16129,5,35.572,3819,2,34.731,6357,2
1396,E01001394,Enfield 035A,E09000010,Enfield,26.964,9612,3,0.207,6254,2,0.081,15985,5,14.815,17494,6,-0.543,23974,8,0.486,9264,3,40.842,1960,1,37.749,5083,2
1397,E01001395,Enfield 035B,E09000010,Enfield,35.279,5795,2,0.233,4850,2,0.172,4870,2,21.526,12843,4,-0.301,20676,7,0.654,7027,3,46.688,778,1,20.781,14711,5
1398,E01001396,Enfield 036D,E09000010,Enfield,19.048,15197,5,0.145,10980,4,0.059,21677,7,12.238,19732,7,-0.823,27227,9,0.508,8975,3,33.461,4834,2,29.032,9364,3
1399,E01001397,Enfield 035C,E09000010,Enfield,24.623,10992,4,0.188,7422,3,0.1,12497,4,12.449,19539,6,-0.921,28156,9,0.283,12205,4,40.327,2104,1,29.06,9346,3
1400,E01001398,Enfield 021A,E09000010,Enfield,9.217,25510,8,0.067,22054,7,0.045,26258,8,4.952,27355,9,-0.813,27134,9,-0.319,21307,7,20.29,16311,5,28.266,9803,3
1401,E01001399,Enfield 021B,E09000010,Enfield,11.221,23079,8,0.075,20426,7,0.05,24630,8,10.023,21796,7,-1.024,29010,9,0.131,14647,5,24.223,11909,4,22.696,13340,5
1402,E01001400,Enfield 021C,E09000010,Enfield,10.379,24050,8,0.069,21749,7,0.059,21851,7,4.349,28101,9,-0.747,26424,9,-0.501,23810,8,27.721,8672,3,20.052,15248,5
1403,E01001401,Enfield 016A,E09000010,Enfield,12.406,21705,7,0.077,20166,7,0.055,23229,8,9.817,22025,7,-1.338,31054,10,0.29,12082,4,23.718,12418,4,29.21,9268,3
1404,E01001402,Enfield 021D,E09000010,Enfield,8.991,25812,8,0.07,21433,7,0.049,25144,8,4.963,27342,9,-1.25,30598,10,-0.308,21162,7,25.871,10297,4,17.202,17441,6
1405,E01001403,Enfield 021E,E09000010,Enfield,15.86,18070,6,0.096,16882,6,0.063,20573,7,12.51,19490,6,-0.761,26575,9,-0.032,17171,6,33.696,4725,2,28.11,9889,4
1406,E01001404,Enfield 026A,E09000010,Enfield,19.168,15105,5,0.12,13706,5,0.074,17708,6,15.207,17198,6,-0.677,25676,8,0.434,9981,4,37.303,3102,1,19.85,15406,5
1407,E01001405,Enfield 015A,E09000010,Enfield,12.081,22069,7,0.092,17645,6,0.051,24418,8,4.783,27570,9,-0.366,21676,7,-0.435,22899,7,31.639,5884,2,16.778,17772,6
1408,E01001406,Enfield 015B,E09000010,Enfield,24.464,11086,4,0.151,10417,4,0.114,10407,4,13.496,18591,6,-0.211,19299,6,0.369,10894,4,35.962,3661,2,29.764,8951,3
1409,E01001407,Enfield 005A,E09000010,Enfield,18.518,15675,5,0.108,15213,5,0.071,18465,6,15.78,16769,6,-0.88,27806,9,0.711,6379,2,32.572,5344,2,23.568,12732,4
1410,E01001408,Enfield 004A,E09000010,Enfield,16.678,17296,6,0.108,15251,5,0.071,18625,6,8.292,23651,8,-0.605,24774,8,-0.194,19537,6,24.5,11631,4,43.992,3149,1
1411,E01001409,Enfield 005B,E09000010,Enfield,34.902,5926,2,0.224,5268,2,0.146,6886,3,21.071,13088,4,-0.266,20124,7,0.433,9996,4,48.848,468,1,34.934,6274,2
1412,E01001410,Enfield 005C,E09000010,Enfield,45.507,2967,1,0.285,2702,1,0.187,3900,2,39.306,5555,2,0.482,9299,3,0.189,13685,5,61.546,10,1,27.969,9972,4
1413,E01001411,Enfield 004B,E09000010,Enfield,13.411,20608,7,0.103,15867,5,0.065,20091,7,8.091,23848,8,-0.959,28487,9,-0.194,19528,6,25.942,10216,4,26.137,11085,4
1414,E01001412,Enfield 004C,E09000010,Enfield,28.35,8853,3,0.145,10956,4,0.093,13733,5,20.863,13225,5,-0.754,26509,9,0.763,5796,2,49.872,337,1,34.05,6662,3
1415,E01001413,Enfield 004D,E09000010,Enfield,7.768,27340,9,0.05,26182,8,0.037,28716,9,4.895,27424,9,-0.848,27495,9,-0.23,20058,7,26.674,9584,3,16.085,18348,6
1416,E01001414,Enfield 004E,E09000010,Enfield,42.821,3518,2,0.277,2972,1,0.185,3976,2,37.323,6099,2,0.188,13228,5,-0.377,22130,7,50.694,245,1,35.879,5861,2
1417,E01001415,Enfield 011A,E09000010,Enfield,15.471,18476,6,0.129,12591,4,0.052,24119,8,6.617,25464,8,-0.837,27362,9,0.249,12737,4,35.52,3845,2,17.217,17426,6
1418,E01001416,Enfield 013A,E09000010,Enfield,7.674,27463,9,0.061,23558,8,0.033,29747,10,3.893,28653,9,-1.522,31765,10,-0.6,25079,8,25.336,10805,4,24.254,12255,4
1419,E01001417,Enfield 011B,E09000010,Enfield,8.251,26756,9,0.033,30206,10,0.024,31701,10,3.792,28772,9,-1.727,32262,10,-0.668,25848,8,41.249,1854,1,13.103,20950,7
1420,E01001418,Enfield 011C,E09000010,Enfield,21.09,13494,5,0.151,10450,4,0.11,11063,4,7.53,24452,8,-0.338,21247,7,0.127,14705,5,35.969,3657,2,17.927,16872,6
1421,E01001419,Enfield 020A,E09000010,Enfield,15.206,18716,6,0.099,16418,5,0.073,18125,6,3.74,28828,9,-0.988,28725,9,0.23,13033,4,35.351,3914,2,19.586,15610,5
1422,E01001420,Enfield 020B,E09000010,Enfield,26.371,9953,4,0.157,9869,4,0.103,11999,4,20.372,13554,5,-0.061,16959,6,-0.051,17433,6,46.158,867,1,25.744,11321,4
1423,E01001421,Enfield 020C,E09000010,Enfield,26.74,9728,3,0.19,7283,3,0.102,12256,4,14.862,17450,6,-0.257,19981,7,-0.172,19229,6,47.009,710,1,27.17,10433,4
1424,E01001422,Enfield 011D,E09000010,Enfield,7.863,27233,9,0.024,31696,10,0.016,32513,10,1.967,30926,10,-2.112,32679,10,-0.829,27584,9,44.179,1210,1,9.627,24447,8
1425,E01001423,Enfield 027A,E09000010,Enfield,31.815,7161,3,0.208,6203,2,0.122,9488,3,28.503,9184,3,-0.456,22853,7,0.576,8041,3,43.783,1270,1,31.58,7943,3
1426,E01001424,Enfield 030A,E09000010,Enfield,45.659,2918,1,0.332,1393,1,0.195,3393,2,24.906,10880,4,0.36,10858,4,0.76,5842,2,46.489,802,1,24.583,12033,4
1427,E01001425,Enfield 027B,E09000010,Enfield,48.205,2455,1,0.298,2257,1,0.167,5206,2,38.933,5653,2,-0.03,16449,6,1.579,849,1,49.53,387,1,36.817,5453,2
1428,E01001426,Enfield 030B,E09000010,Enfield,41.035,3965,2,0.246,4224,2,0.142,7285,3,36.839,6238,2,0.224,12726,4,1.178,2362,1,49.288,417,1,26.077,11122,4
1429,E01001427,Enfield 030C,E09000010,Enfield,42.558,3582,2,0.286,2681,1,0.162,5546,2,40.591,5226,2,-0.193,19030,6,0.56,8263,3,53.705,88,1,27.759,10102,4
1430,E01001428,Enfield 027C,E09000010,Enfield,38.085,4845,2,0.242,4378,2,0.168,5129,2,38.102,5875,2,-0.189,18972,6,0.422,10141,4,44.934,1071,1,31.141,8185,3
1431,E01001429,Enfield 030D,E09000010,Enfield,46.391,2781,1,0.312,1895,1,0.186,3963,2,37.857,5947,2,0.353,10930,4,1.063,3051,1,37.697,2940,1,38.425,4831,2
1432,E01001430,Enfield 030E,E09000010,Enfield,42.061,3702,2,0.297,2292,1,0.16,5739,2,39.87,5393,2,-0.239,19698,6,0.533,8631,3,47.43,637,1,33.805,6792,3
1433,E01001431,Enfield 033A,E09000010,Enfield,43.347,3388,2,0.283,2789,1,0.163,5519,2,33.838,7156,3,-0.126,17990,6,0.648,7101,3,53.976,83,1,37.52,5157,2
1434,E01001432,Enfield 033B,E09000010,Enfield,39.635,4375,2,0.239,4564,2,0.134,8068,3,28.963,8985,3,-0.051,16803,6,0.901,4385,2,47.014,709,1,48.375,2189,1
1435,E01001433,Enfield 007A,E09000010,Enfield,36.086,5499,2,0.23,5005,2,0.139,7568,3,47.992,3585,2,-0.099,17548,6,0.047,15931,5,45.886,908,1,27.74,10113,4
1436,E01001434,Enfield 007B,E09000010,Enfield,28.191,8928,3,0.172,8659,3,0.095,13419,5,34.912,6790,3,-0.361,21607,7,0.441,9899,4,42.287,1589,1,27.392,10316,4
1437,E01001435,Enfield 007C,E09000010,Enfield,26.237,10023,4,0.165,9198,3,0.088,14682,5,32.131,7765,3,-0.55,24050,8,0.841,4995,2,32.105,5577,2,31.11,8193,3
1438,E01001436,Enfield 007D,E09000010,Enfield,28.56,8730,3,0.222,5403,2,0.121,9506,3,25.309,10668,4,-0.427,22474,7,0.325,11571,4,34.326,4415,2,27.423,10297,4
1439,E01001437,Enfield 014A,E09000010,Enfield,38.766,4642,2,0.269,3246,1,0.15,6537,2,29.556,8760,3,0.119,14217,5,-0.339,21581,7,50.492,266,1,35.929,5837,2
1440,E01001438,Enfield 007E,E09000010,Enfield,34.949,5904,2,0.246,4234,2,0.14,7526,3,29.997,8559,3,-0.242,19757,7,0.771,5728,2,40.608,2023,1,28.685,9567,3
1441,E01001439,Enfield 006A,E09000010,Enfield,35.255,5806,2,0.251,3989,2,0.15,6609,3,32.421,7648,3,-0.443,22676,7,0.586,7908,3,41.445,1793,1,27.992,9956,4
1442,E01001440,Enfield 012A,E09000010,Enfield,30.551,7766,3,0.206,6299,2,0.119,9831,3,28.439,9213,3,-0.525,23741,8,0.866,4739,2,37.588,2979,1,28.031,9933,4
1443,E01001441,Enfield 006B,E09000010,Enfield,37.103,5182,2,0.239,4551,2,0.143,7172,3,30.436,8388,3,-0.173,18721,6,0.989,3615,2,46.431,816,1,26.03,11141,4
1444,E01001442,Enfield 002A,E09000010,Enfield,44.482,3165,1,0.314,1826,1,0.176,4593,2,38.838,5678,2,0.466,9503,3,0.256,12622,4,42.508,1536,1,36.758,5477,2
1445,E01001444,Enfield 001A,E09000010,Enfield,22.75,12215,4,0.137,11829,4,0.076,17226,6,22.704,12097,4,-0.474,23057,8,0.323,11599,4,39.948,2202,1,28.799,9514,3
1446,E01001445,Enfield 003B,E09000010,Enfield,29.846,8094,3,0.208,6199,2,0.1,12614,4,23.367,11695,4,-0.704,25961,8,0.181,13834,5,44.829,1095,1,41.336,3846,2
1447,E01001446,Enfield 001B,E09000010,Enfield,27.924,9085,3,0.188,7435,3,0.114,10541,4,28.867,9031,3,-0.514,23612,8,0.147,14362,5,36.082,3591,2,35.771,5905,2
1448,E01001447,Enfield 003C,E09000010,Enfield,42.79,3524,2,0.302,2142,1,0.187,3875,2,32.613,7581,3,0.106,14413,5,0.214,13265,5,51.707,167,1,19.229,15864,5
1449,E01001448,Enfield 003D,E09000010,Enfield,30.162,7950,3,0.224,5293,2,0.13,8549,3,26.153,10236,4,-0.352,21487,7,0.156,14222,5,40.597,2027,1,24.739,11953,4
1450,E01001449,Enfield 003E,E09000010,Enfield,29.422,8289,3,0.217,5720,2,0.105,11734,4,31.872,7864,3,-0.484,23189,8,0.164,14097,5,45.914,903,1,18.385,16526,6
1451,E01001450,Enfield 015C,E09000010,Enfield,21.426,13223,5,0.134,12059,4,0.068,19354,6,14.14,18034,6,-0.531,23812,8,0.399,10459,4,42.315,1582,1,27.758,10104,4
1452,E01001451,Enfield 017A,E09000010,Enfield,16.806,17172,6,0.068,22021,7,0.055,23042,8,4.533,27865,9,-1.371,31220,10,1.078,2942,1,39.438,2364,1,24.66,11989,4
1453,E01001452,Enfield 017B,E09000010,Enfield,11.358,22909,7,0.061,23369,8,0.046,25898,8,5.062,27218,9,-1.284,30777,10,-0.166,19135,6,35.196,3990,2,25.328,11562,4
1454,E01001453,Enfield 017C,E09000010,Enfield,6.185,29230,9,0.032,30342,10,0.033,29928,10,2.798,29983,10,-1.749,32297,10,-0.771,27017,9,30.564,6558,2,16.093,18339,6
1455,E01001454,Enfield 017D,E09000010,Enfield,9.141,25609,8,0.063,23124,8,0.042,27439,9,1.892,31010,10,-1.282,30772,10,-0.602,25108,8,30.986,6283,2,24.309,12219,4
1456,E01001455,Enfield 021F,E09000010,Enfield,11.174,23129,8,0.068,22035,7,0.046,26073,8,10.888,20999,7,-0.868,27686,9,-0.711,26339,9,35.268,3956,2,16.589,17910,6
1457,E01001456,Enfield 022A,E09000010,Enfield,5.686,29825,10,0.052,25598,8,0.029,30811,10,1.274,31707,10,-1.567,31907,10,-0.587,24939,8,20.458,16125,5,22.078,13795,5
1458,E01001457,Enfield 010A,E09000010,Enfield,13.891,20056,7,0.091,17805,6,0.068,19171,6,7.307,24702,8,-0.634,25147,8,-1.011,29179,9,37.43,3051,1,16.569,17924,6
1459,E01001458,Enfield 037A,E09000010,Enfield,40.254,4196,2,0.268,3278,1,0.17,4994,2,44.761,4221,2,0.021,15692,5,0.283,12201,4,45.141,1035,1,27.197,10419,4
1460,E01001459,Enfield 024A,E09000010,Enfield,23.802,11498,4,0.174,8499,3,0.101,12415,4,24.406,11133,4,-0.908,28049,9,0.413,10255,4,33.855,4646,2,22.394,13577,5
1461,E01001460,Enfield 024B,E09000010,Enfield,38.272,4797,2,0.236,4707,2,0.145,7062,3,38.786,5690,2,-0.148,18362,6,0.592,7844,3,45.458,976,1,39.45,4443,2
1462,E01001461,Enfield 027D,E09000010,Enfield,40.049,4246,2,0.289,2551,1,0.175,4650,2,37.059,6180,2,-0.2,19133,6,0.345,11228,4,45.055,1050,1,26.113,11105,4
1463,E01001462,Enfield 024C,E09000010,Enfield,35.063,5863,2,0.254,3836,2,0.137,7802,3,26.352,10130,4,-0.663,25506,8,0.577,8024,3,46.611,789,1,30.919,8304,3
1464,E01001463,Enfield 031A,E09000010,Enfield,22.651,12284,4,0.176,8354,3,0.083,15709,5,21.372,12930,4,-0.57,24331,8,0.163,14109,5,36.859,3252,1,21.714,14031,5
1465,E01001464,Enfield 027E,E09000010,Enfield,38.337,4782,2,0.276,2993,1,0.166,5285,2,40.486,5248,2,0.017,15737,5,0.167,14058,5,40.471,2057,1,27.14,10453,4
1466,E01001465,Enfield 031B,E09000010,Enfield,24.442,11104,4,0.151,10403,4,0.091,14081,5,25.934,10353,4,-0.835,27345,9,0.193,13633,5,42.021,1658,1,28.202,9838,3
1467,E01001466,Enfield 031C,E09000010,Enfield,28.341,8860,3,0.203,6494,2,0.085,15267,5,33.188,7378,3,-0.569,24309,8,0.249,12739,4,40.363,2090,1,34.764,6347,2
1468,E01001467,Enfield 031D,E09000010,Enfield,26.454,9903,4,0.185,7659,3,0.096,13174,5,22.694,12103,4,-0.792,26931,9,0.106,15047,5,40.915,1955,1,36.061,5781,2
1469,E01001468,Enfield 010B,E09000010,Enfield,29.819,8107,3,0.136,11878,4,0.177,4492,2,10.349,21501,7,0.432,9916,4,0.067,15636,5,48.421,522,1,10.465,23576,8
1470,E01001469,Enfield 008A,E09000010,Enfield,23.277,11863,4,0.139,11514,4,0.108,11262,4,16.734,16015,5,-0.703,25957,8,-0.538,24299,8,50.034,313,1,12.434,21579,7
1471,E01001470,Enfield 013B,E09000010,Enfield,10.556,23825,8,0.078,19961,7,0.065,20187,7,5.343,26912,9,-1.304,30877,10,-0.704,26254,8,31.32,6076,2,11.32,22656,7
1472,E01001471,Enfield 010C,E09000010,Enfield,17.36,16683,6,0.11,14878,5,0.073,17961,6,7.131,24902,8,-0.866,27655,9,-0.608,25166,8,45.295,1009,1,20.138,15179,5
1473,E01001472,Enfield 010D,E09000010,Enfield,13.774,20183,7,0.1,16347,5,0.056,22875,7,8.182,23752,8,-1.211,30362,10,-0.654,25693,8,39.598,2321,1,16.931,17647,6
1474,E01001473,Enfield 013C,E09000010,Enfield,15.973,17974,6,0.122,13450,5,0.082,15807,5,14.337,17871,6,-0.668,25558,8,-0.374,22071,7,30.586,6540,2,12.927,21111,7
1475,E01001474,Enfield 010E,E09000010,Enfield,13.064,20983,7,0.077,20155,7,0.065,20226,7,2.142,30734,10,-1.217,30403,10,-0.234,20116,7,41.494,1779,1,11.914,22066,7
1476,E01001475,Enfield 013D,E09000010,Enfield,7.273,27973,9,0.055,25049,8,0.038,28416,9,5.802,26389,9,-1.293,30820,10,-0.886,28116,9,25.74,10416,4,19.599,15602,5
1477,E01001476,Enfield 018A,E09000010,Enfield,28.029,9017,3,0.205,6368,2,0.112,10727,4,30.763,8280,3,-0.476,23084,8,0.324,11588,4,36.734,3306,2,24.22,12279,4
1478,E01001477,Enfield 018B,E09000010,Enfield,34.984,5893,2,0.221,5447,2,0.161,5679,2,33.849,7151,3,-0.117,17850,6,0.385,10669,4,42.789,1469,1,26.512,10859,4
1479,E01001478,Enfield 016B,E09000010,Enfield,25.908,10250,4,0.145,10916,4,0.106,11562,4,23.771,11451,4,0.002,15977,5,0.342,11292,4,38.735,2577,1,26.327,10975,4
1480,E01001479,Enfield 023A,E09000010,Enfield,33.274,6554,2,0.219,5598,2,0.114,10492,4,28.961,8987,3,-0.231,19605,6,0.516,8839,3,42.046,1652,1,42.194,3612,2
1481,E01001480,Enfield 024D,E09000010,Enfield,30.603,7739,3,0.193,7133,3,0.111,10874,4,19.928,13809,5,0.028,15576,5,0.314,11738,4,48.687,486,1,28.915,9427,3
1482,E01001481,Enfield 018C,E09000010,Enfield,26.529,9869,4,0.185,7680,3,0.104,11932,4,22.741,12071,4,-0.324,21027,7,0.221,13166,5,37.466,3034,1,31.52,7978,3
1483,E01001482,Enfield 023B,E09000010,Enfield,38.527,4720,2,0.243,4329,2,0.151,6430,2,32.869,7481,3,-0.253,19917,7,0.693,6588,3,47.88,581,1,35.409,6055,2
1484,E01001483,Enfield 025A,E09000010,Enfield,53.716,1643,1,0.345,1115,1,0.209,2749,1,37.806,5962,2,0.412,10163,4,0.688,6633,3,57.466,28,1,42.224,3606,2
1485,E01001484,Enfield 016C,E09000010,Enfield,24.503,11064,4,0.149,10596,4,0.09,14198,5,23.493,11615,4,-0.617,24935,8,0.579,8012,3,36.336,3489,2,32.107,7657,3
1486,E01001485,Enfield 025B,E09000010,Enfield,37.13,5172,2,0.231,4930,2,0.123,9260,3,33.198,7374,3,-0.254,19941,7,0.893,4459,2,46.804,749,1,38.902,4647,2
1487,E01001486,Enfield 025C,E09000010,Enfield,41.507,3856,2,0.294,2397,1,0.166,5289,2,39.469,5504,2,-0.213,19332,6,0.315,11715,4,51.379,186,1,23.449,12817,4
1488,E01001487,Enfield 023C,E09000010,Enfield,35.047,5869,2,0.226,5216,2,0.149,6656,3,32.506,7615,3,-0.23,19574,6,0.411,10287,4,44.707,1108,1,30.991,8256,3
1489,E01001488,Enfield 024E,E09000010,Enfield,30.484,7798,3,0.21,6094,2,0.11,11081,4,29.292,8862,3,-0.569,24308,8,0.57,8132,3,41.769,1716,1,31.298,8111,3
1490,E01001489,Enfield 023D,E09000010,Enfield,30.915,7594,3,0.188,7482,3,0.119,9787,3,35.108,6724,3,-0.37,21734,7,0.541,8518,3,41.297,1836,1,30.269,8648,3
1491,E01001491,Enfield 023E,E09000010,Enfield,32.824,6746,3,0.215,5809,2,0.127,8819,3,25.397,10616,4,-0.264,20101,7,0.473,9429,3,44.663,1116,1,35.051,6221,2
1492,E01001492,Enfield 025E,E09000010,Enfield,32.044,7065,3,0.212,5968,2,0.12,9747,3,27.635,9552,3,-0.445,22708,7,0.761,5822,2,42.595,1520,1,30.958,8278,3
1493,E01001493,Enfield 026B,E09000010,Enfield,29.242,8384,3,0.178,8163,3,0.138,7627,3,22.335,12328,4,-0.097,17529,6,-0.38,22177,7,47.992,568,1,20.675,14781,5
1494,E01001494,Enfield 026C,E09000010,Enfield,15.474,18473,6,0.116,14220,5,0.059,21766,7,13.77,18354,6,-0.724,26165,8,-0.377,22139,7,33.713,4720,2,22.306,13649,5
1495,E01001495,Enfield 029A,E09000010,Enfield,12.544,21557,7,0.079,19692,6,0.049,25040,8,5.408,26833,9,-1.004,28850,9,0.095,15196,5,29.244,7478,3,30.85,8344,3
1496,E01001496,Enfield 026D,E09000010,Enfield,14.271,19665,6,0.101,16129,5,0.062,21058,7,7.538,24439,8,-0.875,27759,9,-0.147,18846,6,32.033,5635,2,25.211,11645,4
1497,E01001497,Enfield 031E,E09000010,Enfield,23.466,11718,4,0.177,8255,3,0.085,15150,5,14.15,18028,6,-0.698,25913,8,0.43,10040,4,40.892,1957,1,23.021,13115,4
1498,E01001498,Enfield 029B,E09000010,Enfield,17.405,16629,6,0.12,13627,5,0.063,20671,7,7.079,24972,8,-0.743,26391,9,0.196,13585,5,31.783,5790,2,36.392,5628,2
1499,E01001499,Enfield 031F,E09000010,Enfield,24.023,11372,4,0.171,8739,3,0.088,14710,5,13.669,18449,6,-0.281,20361,7,0.23,13028,4,39.624,2312,1,30.283,8638,3
1500,E01001500,Enfield 035D,E09000010,Enfield,19.827,14503,5,0.12,13669,5,0.069,19137,6,9.3,22577,7,-0.688,25801,8,0.67,6857,3,35.249,3968,2,33.173,7117,3
1501,E01001501,Enfield 036E,E09000010,Enfield,26.291,9993,4,0.166,9108,3,0.091,14125,5,11.411,20506,7,-0.129,18037,6,0.579,8009,3,41.055,1911,1,36.526,5567,2
1502,E01001502,Enfield 018D,E09000010,Enfield,31.213,7448,3,0.202,6575,3,0.112,10771,4,31.282,8074,3,-0.489,23277,8,0.64,7199,3,41.376,1813,1,34.042,6666,3
1503,E01001503,Enfield 018E,E09000010,Enfield,28.155,8948,3,0.204,6422,2,0.095,13323,5,26.957,9843,3,-0.44,22638,7,0.466,9539,3,38.543,2643,1,31.527,7974,3
1504,E01001504,Enfield 012B,E09000010,Enfield,30.29,7894,3,0.185,7704,3,0.126,8951,3,27.413,9640,3,-0.296,20589,7,0.5,9081,3,39.512,2347,1,34.119,6626,3
1505,E01001505,Enfield 012C,E09000010,Enfield,33.573,6432,2,0.232,4897,2,0.142,7268,3,27.261,9712,3,-0.138,18196,6,0.435,9969,4,41.388,1809,1,30.167,8712,3
1506,E01001506,Enfield 014B,E09000010,Enfield,38.67,4674,2,0.265,3380,2,0.147,6817,3,32.894,7471,3,0.002,15969,5,0.739,6069,2,45.043,1053,1,30.102,8742,3
1507,E01001507,Enfield 012D,E09000010,Enfield,40.471,4121,2,0.257,3699,2,0.171,4915,2,31.003,8180,3,-0.279,20334,7,0.914,4266,2,47.302,660,1,32.24,7591,3
1508,E01001508,Enfield 012E,E09000010,Enfield,31.854,7139,3,0.224,5316,2,0.116,10246,4,22.934,11951,4,-0.29,20499,7,0.541,8521,3,45.176,1032,1,31.038,8236,3
1509,E01001509,Enfield 014C,E09000010,Enfield,34.342,6129,2,0.217,5680,2,0.135,7990,3,28.429,9219,3,-0.766,26642,9,0.336,11391,4,47.773,600,1,40.923,3974,2
1510,E01001510,Enfield 014D,E09000010,Enfield,47.177,2622,1,0.307,2023,1,0.204,2949,1,40.407,5268,2,0.505,9036,3,0.515,8871,3,38.299,2739,1,43.653,3258,1
1511,E01001511,Enfield 016D,E09000010,Enfield,21.859,12867,4,0.13,12569,4,0.085,15307,5,12.917,19110,6,-0.484,23201,8,0.857,4834,2,30.219,6814,3,33.354,7029,3
1512,E01001512,Enfield 015D,E09000010,Enfield,18.403,15781,5,0.121,13578,5,0.067,19486,6,12.161,19797,7,-0.845,27460,9,-0.109,18261,6,36.776,3285,2,33.714,6845,3
1513,E01001513,Enfield 012F,E09000010,Enfield,33.421,6497,2,0.231,4937,2,0.138,7654,3,26.043,10301,4,-0.086,17345,6,0.689,6625,3,41.124,1893,1,25.324,11563,4
1514,E01001514,Enfield 016E,E09000010,Enfield,21.731,12968,4,0.15,10471,4,0.093,13722,5,19.2,14258,5,-0.67,25596,8,-0.13,18587,6,32.639,5306,2,33.825,6778,3
1515,E01001515,Enfield 015E,E09000010,Enfield,37.118,5175,2,0.25,4004,2,0.142,7256,3,28.083,9365,3,0.177,13368,5,-0.032,17168,6,48.059,558,1,36.691,5508,2
1516,E01001516,Enfield 005D,E09000010,Enfield,28.911,8539,3,0.187,7553,3,0.128,8769,3,26.884,9879,4,-0.273,20251,7,0.046,15950,5,41.924,1677,1,26.708,10741,4
